user_id,offer_id,recency_days,frequency_30d,frequency_90d,monetary_90d,avg_purchase_value,category_encoded,channel_encoded,treatment,outcome_click,outcome_purchase,time_afternoon,time_evening,time_morning,time_night
18085,2,329,0,0,0.0,23.79137931034483,0,1,1,0,0,False,True,False,False
18085,1,329,0,0,0.0,23.79137931034483,0,2,1,1,0,True,False,False,False
18085,0,329,0,0,0.0,23.79137931034483,0,1,1,0,0,False,False,True,False
18085,1,329,0,0,0.0,23.79137931034483,0,0,1,0,0,True,False,False,False
13758,2,11,22,22,839.03,27.26965811965812,0,2,0,0,0,False,False,True,False
13758,2,11,22,22,839.03,27.26965811965812,0,2,0,0,0,False,True,False,False
13758,0,11,22,22,839.03,27.26965811965812,0,2,1,1,1,False,True,False,False
13758,2,11,22,22,839.03,27.26965811965812,0,2,1,1,1,False,False,True,False
13694,0,3,50,123,19127.98,114.50637323943661,0,0,1,1,1,True,False,False,False
13694,0,3,50,123,19127.98,114.50637323943661,0,2,0,0,0,False,True,False,False
13694,0,3,50,123,19127.98,114.50637323943661,0,1,0,0,0,False,True,False,False
15983,0,21,32,32,326.75,13.053274336283186,4,0,1,1,1,False,False,True,False
15983,2,21,32,32,326.75,13.053274336283186,4,2,1,1,1,True,False,False,False
15983,1,21,32,32,326.75,13.053274336283186,4,0,0,0,0,False,False,True,False
15983,2,21,32,32,326.75,13.053274336283186,4,2,1,1,1,False,False,True,False
14849,1,21,53,129,2905.29,20.439536082474223,5,1,1,1,0,True,False,False,False
14849,1,21,53,129,2905.29,20.439536082474223,5,2,1,1,1,False,False,True,False
14849,0,21,53,129,2905.29,20.439536082474223,5,0,1,1,1,True,False,False,False
17968,2,373,0,0,0.0,3.262941176470588,0,1,1,1,0,False,False,True,False
17968,0,373,0,0,0.0,3.262941176470588,0,0,1,0,0,True,False,False,False
17968,2,373,0,0,0.0,3.262941176470588,0,0,1,1,0,True,False,False,False
17968,1,373,0,0,0.0,3.262941176470588,0,2,1,1,0,False,True,False,False
16210,2,1,42,51,9837.34,171.43333333333334,0,0,0,0,0,True,False,False,False
16210,0,1,42,51,9837.34,171.43333333333334,0,2,1,1,1,False,False,True,False
16210,1,1,42,51,9837.34,171.43333333333334,0,0,1,1,1,False,True,False,False
16210,2,1,42,51,9837.34,171.43333333333334,0,1,1,1,0,True,False,False,False
16210,2,1,42,51,9837.34,171.43333333333334,0,0,1,1,1,False,True,False,False
17897,0,172,0,0,0.0,4.97017543859649,5,1,0,0,0,True,False,False,False
17897,2,172,0,0,0.0,4.97017543859649,5,2,0,0,0,True,False,False,False
17897,1,172,0,0,0.0,4.97017543859649,5,0,0,0,0,False,False,False,True
17377,1,23,154,256,2055.54,9.810813397129186,0,0,0,0,0,False,False,True,False
17377,0,23,154,256,2055.54,9.810813397129186,0,2,1,1,1,False,False,True,False
16552,1,242,0,0,0.0,22.337058823529418,0,1,0,0,0,False,True,False,False
16552,0,242,0,0,0.0,22.337058823529418,0,1,0,0,0,False,False,True,False
17181,1,56,0,21,84.39999999999999,10.431304347826085,5,0,0,0,0,False,True,False,False
17181,1,56,0,21,84.39999999999999,10.431304347826085,5,1,1,0,0,True,False,False,False
17181,1,56,0,21,84.39999999999999,10.431304347826085,5,1,1,1,0,False,True,False,False
17181,2,56,0,21,84.39999999999999,10.431304347826085,5,1,1,1,0,True,False,False,False
17181,0,56,0,21,84.39999999999999,10.431304347826085,5,0,1,1,0,False,False,True,False
17951,2,39,0,11,599.0400000000001,50.42700000000001,5,2,0,0,0,False,False,False,True
17951,2,39,0,11,599.0400000000001,50.42700000000001,5,2,1,1,0,False,True,False,False
17951,1,39,0,11,599.0400000000001,50.42700000000001,5,2,1,1,0,False,True,False,False
17951,2,39,0,11,599.0400000000001,50.42700000000001,5,2,0,0,0,True,False,False,False
17951,1,39,0,11,599.0400000000001,50.42700000000001,5,1,1,1,0,True,False,False,False
14729,0,373,0,0,0.0,4.4153521126760555,0,2,1,0,0,True,False,False,False
14729,0,373,0,0,0.0,4.4153521126760555,0,1,0,0,0,True,False,False,False
14729,1,373,0,0,0.0,4.4153521126760555,0,2,1,1,1,True,False,False,False
14729,1,373,0,0,0.0,4.4153521126760555,0,2,1,1,0,True,False,False,False
12748,1,0,1651,2556,19611.98,7.33675587467363,0,0,1,1,1,False,False,True,False
12748,0,0,1651,2556,19611.98,7.33675587467363,0,0,1,1,1,False,True,False,False
12748,1,0,1651,2556,19611.98,7.33675587467363,0,2,1,1,1,True,False,False,False
15012,0,53,0,74,231.98000000000002,3.305,0,0,0,0,0,False,False,True,False
15012,2,53,0,74,231.98000000000002,3.305,0,0,1,1,0,False,True,False,False
15012,2,53,0,74,231.98000000000002,3.305,0,0,1,1,0,False,True,False,False
12868,2,185,0,0,0.0,15.0192523364486,0,0,1,1,0,True,False,False,False
12868,2,185,0,0,0.0,15.0192523364486,0,0,1,0,0,False,False,False,True
12868,1,185,0,0,0.0,15.0192523364486,0,0,1,1,1,True,False,False,False
12868,2,185,0,0,0.0,15.0192523364486,0,2,1,0,0,False,True,False,False
17572,0,70,0,4,74.55000000000001,18.895833333333332,8,0,0,0,0,True,False,False,False
17572,2,70,0,4,74.55000000000001,18.895833333333332,8,0,0,0,0,True,False,False,False
17572,0,70,0,4,74.55000000000001,18.895833333333332,8,1,1,1,1,True,False,False,False
17572,0,70,0,4,74.55000000000001,18.895833333333332,8,0,0,0,0,True,False,False,False
14078,2,101,0,0,0.0,16.14415384615385,8,1,1,1,0,True,False,False,False
14078,0,101,0,0,0.0,16.14415384615385,8,1,1,1,0,True,False,False,False
14078,2,101,0,0,0.0,16.14415384615385,8,2,1,1,1,True,False,False,False
14078,0,101,0,0,0.0,16.14415384615385,8,2,1,1,1,True,False,False,False
14078,0,101,0,0,0.0,16.14415384615385,8,2,1,1,0,True,False,False,False
14001,2,45,0,15,733.94,52.38666666666667,2,0,0,0,0,False,True,False,False
14001,2,45,0,15,733.94,52.38666666666667,2,1,1,1,0,False,True,False,False
12662,0,0,42,73,1196.12,16.73817391304348,1,1,1,1,1,False,False,True,False
12662,2,0,42,73,1196.12,16.73817391304348,1,0,1,0,0,False,False,True,False
12662,0,0,42,73,1196.12,16.73817391304348,1,1,1,1,1,True,False,False,False
12662,1,0,42,73,1196.12,16.73817391304348,1,2,1,1,1,True,False,False,False
12662,1,0,42,73,1196.12,16.73817391304348,1,0,1,1,1,False,True,False,False
15525,0,1,121,121,511.99,4.640000000000001,2,1,1,1,1,False,False,True,False
15525,1,1,121,121,511.99,4.640000000000001,2,2,1,1,1,True,False,False,False
15525,0,1,121,121,511.99,4.640000000000001,2,1,1,1,0,False,False,False,True
15525,1,1,121,121,511.99,4.640000000000001,2,2,1,1,1,False,True,False,False
15525,0,1,121,121,511.99,4.640000000000001,2,1,0,0,0,True,False,False,False
14237,1,372,0,0,0.0,17.888888888888893,0,2,0,0,0,False,False,True,False
14237,2,372,0,0,0.0,17.888888888888893,0,0,1,1,0,False,True,False,False
14237,0,372,0,0,0.0,17.888888888888893,0,2,1,1,0,False,True,False,False
17905,1,70,0,6,406.09000000000003,23.536470588235293,1,1,1,0,0,False,True,False,False
17905,1,70,0,6,406.09000000000003,23.536470588235293,1,0,1,1,0,False,True,False,False
17905,2,70,0,6,406.09000000000003,23.536470588235293,1,2,1,1,1,False,False,True,False
15485,0,29,43,43,1296.37,29.941860465116278,8,1,0,0,0,True,False,False,False
15485,2,29,43,43,1296.37,29.941860465116278,8,2,1,1,0,False,True,False,False
15485,1,29,43,43,1296.37,29.941860465116278,8,0,1,1,1,False,True,False,False
15485,1,29,43,43,1296.37,29.941860465116278,8,0,1,1,1,False,True,False,False
15485,1,29,43,43,1296.37,29.941860465116278,8,1,1,1,0,False,False,False,True
12433,0,0,134,192,6980.64,31.84730952380952,0,1,1,1,0,False,False,False,True
12433,2,0,134,192,6980.64,31.84730952380952,0,2,1,1,1,False,True,False,False
16955,1,184,0,0,0.0,20.746800000000004,0,0,1,1,0,False,True,False,False
16955,1,184,0,0,0.0,20.746800000000004,0,2,1,1,0,True,False,False,False
15350,0,372,0,0,0.0,23.130000000000003,8,2,1,1,1,False,False,False,True
15350,1,372,0,0,0.0,23.130000000000003,8,2,1,1,0,False,True,False,False
15350,0,372,0,0,0.0,23.130000000000003,8,1,1,0,0,False,False,True,False
15350,1,372,0,0,0.0,23.130000000000003,8,2,1,0,0,False,True,False,False
15605,2,35,0,28,508.05,17.88402985074627,1,2,1,1,0,False,True,False,False
15605,0,35,0,28,508.05,17.88402985074627,1,0,1,1,0,False,True,False,False
15605,1,35,0,28,508.05,17.88402985074627,1,2,1,1,1,False,True,False,False
15605,2,35,0,28,508.05,17.88402985074627,1,1,1,1,0,True,False,False,False
15605,0,35,0,28,508.05,17.88402985074627,1,2,1,0,0,True,False,False,False
18144,0,7,6,10,723.2,67.18023255813955,0,0,1,1,0,True,False,False,False
18144,1,7,6,10,723.2,67.18023255813955,0,1,1,1,1,False,False,True,False
18144,2,7,6,10,723.2,67.18023255813955,0,0,1,1,1,False,True,False,False
18144,0,7,6,10,723.2,67.18023255813955,0,2,1,1,1,False,True,False,False
18144,1,7,6,10,723.2,67.18023255813955,0,0,1,1,0,True,False,False,False
15922,2,372,0,0,0.0,33.59090909090909,4,1,1,0,0,True,False,False,False
15922,1,372,0,0,0.0,33.59090909090909,4,0,1,0,0,False,True,False,False
14594,0,6,22,22,124.83000000000001,7.166603773584906,6,0,1,1,1,True,False,False,False
14594,0,6,22,22,124.83000000000001,7.166603773584906,6,0,1,1,1,False,False,False,True
14594,2,6,22,22,124.83000000000001,7.166603773584906,6,2,1,1,1,True,False,False,False
15165,0,372,0,0,0.0,18.064814814814813,5,1,1,0,0,True,False,False,False
15165,0,372,0,0,0.0,18.064814814814813,5,0,0,0,0,False,True,False,False
15165,1,372,0,0,0.0,18.064814814814813,5,0,1,1,0,True,False,False,False
14911,2,0,1111,2717,61847.380000000005,25.334694380834947,7,1,1,1,1,False,False,True,False
14911,0,0,1111,2717,61847.380000000005,25.334694380834947,7,0,1,0,0,False,True,False,False
14911,1,0,1111,2717,61847.380000000005,25.334694380834947,7,0,1,1,1,True,False,False,False
14911,0,0,1111,2717,61847.380000000005,25.334694380834947,7,0,1,1,1,True,False,False,False
14911,2,0,1111,2717,61847.380000000005,25.334694380834947,7,2,0,0,0,True,False,False,False
16456,0,98,0,0,0.0,19.44477477477477,0,0,1,1,0,False,False,True,False
16456,2,98,0,0,0.0,19.44477477477477,0,0,1,0,0,False,True,False,False
17346,2,3,95,236,1410.35,5.35312,0,0,1,1,1,False,True,False,False
17346,0,3,95,236,1410.35,5.35312,0,2,0,0,0,False,False,True,False
17346,2,3,95,236,1410.35,5.35312,0,0,1,1,1,False,False,True,False
17643,2,372,0,0,0.0,12.69375,0,1,1,0,0,True,False,False,False
17643,1,372,0,0,0.0,12.69375,0,2,1,0,0,False,True,False,False
17841,1,1,1668,3357,17489.71,5.223852427679368,8,2,0,0,0,False,True,False,False
17841,0,1,1668,3357,17489.71,5.223852427679368,8,1,1,0,0,False,False,True,False
17841,1,1,1668,3357,17489.71,5.223852427679368,8,1,1,1,1,False,True,False,False
17873,0,79,0,7,272.04,42.25363636363637,0,2,0,0,0,False,True,False,False
17873,2,79,0,7,272.04,42.25363636363637,0,2,1,1,0,False,False,True,False
17873,1,79,0,7,272.04,42.25363636363637,0,0,1,0,0,False,True,False,False
17873,2,79,0,7,272.04,42.25363636363637,0,2,1,1,1,False,True,False,False
17873,1,79,0,7,272.04,42.25363636363637,0,2,1,1,0,True,False,False,False
13093,2,275,0,0,0.0,49.26081761006289,5,0,1,0,0,True,False,False,False
13093,2,275,0,0,0.0,49.26081761006289,5,2,1,1,0,True,False,False,False
12921,0,8,135,296,7662.54,23.037625,0,0,1,1,1,True,False,False,False
12921,1,8,135,296,7662.54,23.037625,0,0,1,1,1,False,True,False,False
12921,2,8,135,296,7662.54,23.037625,0,2,1,1,1,False,False,False,True
12921,1,8,135,296,7662.54,23.037625,0,2,1,0,0,False,False,True,False
12921,0,8,135,296,7662.54,23.037625,0,1,1,1,1,True,False,False,False
13468,2,1,34,59,965.95,18.890629139072846,0,0,0,0,0,True,False,False,False
13468,1,1,34,59,965.95,18.890629139072846,0,1,1,1,0,False,True,False,False
13468,0,1,34,59,965.95,18.890629139072846,0,1,1,1,1,False,False,True,False
17760,0,21,16,16,115.05,11.503599999999999,1,1,0,0,0,True,False,False,False
17760,1,21,16,16,115.05,11.503599999999999,1,0,1,0,0,True,False,False,False
17760,1,21,16,16,115.05,11.503599999999999,1,0,0,0,0,True,False,False,False
17760,0,21,16,16,115.05,11.503599999999999,1,0,0,0,0,True,False,False,False
17760,1,21,16,16,115.05,11.503599999999999,1,1,1,1,1,True,False,False,False
16928,0,79,0,107,1564.69,13.624880382775121,8,2,0,0,0,False,True,False,False
16928,0,79,0,107,1564.69,13.624880382775121,8,1,1,1,0,False,False,False,True
16928,1,79,0,107,1564.69,13.624880382775121,8,1,1,1,0,False,True,False,False
16928,1,79,0,107,1564.69,13.624880382775121,8,1,1,1,0,False,False,True,False
16048,2,372,0,0,0.0,32.05500000000001,0,1,0,0,0,True,False,False,False
16048,0,372,0,0,0.0,32.05500000000001,0,0,1,0,0,False,False,False,True
16048,0,372,0,0,0.0,32.05500000000001,0,0,1,0,0,True,False,False,False
16274,1,372,0,0,0.0,5.342537313432835,1,1,1,0,0,True,False,False,False
16274,2,372,0,0,0.0,5.342537313432835,1,2,0,0,0,True,False,False,False
16274,0,372,0,0,0.0,5.342537313432835,1,0,1,0,0,False,True,False,False
14496,1,311,0,0,0.0,28.35842105263158,0,0,1,1,0,True,False,False,False
14496,1,311,0,0,0.0,28.35842105263158,0,1,1,0,0,True,False,False,False
14696,1,3,20,40,620.4100000000001,15.99192307692308,1,1,1,1,1,False,False,False,True
14696,1,3,20,40,620.4100000000001,15.99192307692308,1,1,1,1,1,False,True,False,False
16539,2,2,7,7,335.20000000000005,30.862444444444442,0,1,1,1,0,True,False,False,False
16539,1,2,7,7,335.20000000000005,30.862444444444442,0,1,0,0,0,False,True,False,False
17025,0,60,0,4,196.8,39.75222222222222,0,1,0,0,0,True,False,False,False
17025,1,60,0,4,196.8,39.75222222222222,0,2,1,1,0,True,False,False,False
13777,1,0,39,78,13616.92,131.86375634517768,7,2,1,1,1,False,False,True,False
13777,0,0,39,78,13616.92,131.86375634517768,7,2,1,1,0,False,False,True,False
17690,0,29,59,95,1694.02,18.585742187500003,8,1,1,1,1,True,False,False,False
17690,0,29,59,95,1694.02,18.585742187500003,8,0,0,0,0,False,False,True,False
17690,0,29,59,95,1694.02,18.585742187500003,8,2,1,1,1,False,True,False,False
12947,2,143,0,0,0.0,16.535979381443298,8,2,1,1,0,False,False,False,True
12947,0,143,0,0,0.0,16.535979381443298,8,2,1,0,0,False,True,False,False
12947,2,143,0,0,0.0,16.535979381443298,8,1,0,0,0,False,False,True,False
12947,0,143,0,0,0.0,16.535979381443298,8,0,1,1,0,True,False,False,False
12947,2,143,0,0,0.0,16.535979381443298,8,2,0,0,0,True,False,False,False
17460,0,93,0,0,0.0,21.463103448275863,6,2,1,1,0,False,True,False,False
17460,2,93,0,0,0.0,21.463103448275863,6,1,1,1,0,False,True,False,False
18229,0,11,26,61,2412.8400000000006,44.37134146341463,8,0,1,1,0,False,False,False,True
18229,2,11,26,61,2412.8400000000006,44.37134146341463,8,1,1,1,1,False,False,True,False
18229,1,11,26,61,2412.8400000000006,44.37134146341463,8,0,1,1,1,False,False,True,False
14142,1,372,0,0,0.0,14.173181818181819,1,0,1,1,1,False,True,False,False
14142,0,372,0,0,0.0,14.173181818181819,1,1,1,0,0,False,True,False,False
17069,0,27,39,64,1213.9099999999999,18.94895104895105,8,0,1,1,1,True,False,False,False
17069,0,27,39,64,1213.9099999999999,18.94895104895105,8,2,1,1,1,False,True,False,False
17069,1,27,39,64,1213.9099999999999,18.94895104895105,8,1,1,1,1,False,True,False,False
17069,1,27,39,64,1213.9099999999999,18.94895104895105,8,1,1,1,1,False,True,False,False
13065,0,372,0,0,0.0,14.704285714285714,0,2,1,0,0,True,False,False,False
13065,0,372,0,0,0.0,14.704285714285714,0,2,1,0,0,False,True,False,False
13065,1,372,0,0,0.0,14.704285714285714,0,1,1,0,0,True,False,False,False
13065,1,372,0,0,0.0,14.704285714285714,0,1,1,0,0,True,False,False,False
14606,0,0,336,662,2592.46,4.502462962962963,7,1,1,1,1,True,False,False,False
14606,2,0,336,662,2592.46,4.502462962962963,7,1,1,1,1,False,True,False,False
14606,2,0,336,662,2592.46,4.502462962962963,7,2,1,0,0,False,False,False,True
14606,2,0,336,662,2592.46,4.502462962962963,7,2,0,0,0,False,False,False,True
14606,1,0,336,662,2592.46,4.502462962962963,7,2,0,0,0,True,False,False,False
16835,0,127,0,0,0.0,18.085,0,1,1,1,0,True,False,False,False
16835,1,127,0,0,0.0,18.085,0,1,1,1,1,True,False,False,False
16835,2,127,0,0,0.0,18.085,0,2,1,1,0,True,False,False,False
16835,0,127,0,0,0.0,18.085,0,1,0,0,0,False,False,False,True
16835,1,127,0,0,0.0,18.085,0,2,1,1,0,False,False,True,False
15235,2,217,0,0,0.0,15.716853146853149,0,1,1,1,0,True,False,False,False
15235,1,217,0,0,0.0,15.716853146853149,0,1,1,1,0,True,False,False,False
13576,0,9,29,61,2200.1299999999997,53.312222222222225,2,1,1,1,1,False,True,False,False
13576,2,9,29,61,2200.1299999999997,53.312222222222225,2,1,1,1,0,False,True,False,False
13576,1,9,29,61,2200.1299999999997,53.312222222222225,2,0,1,0,0,False,False,True,False
13576,2,9,29,61,2200.1299999999997,53.312222222222225,2,2,1,1,0,True,False,False,False
18011,0,372,0,0,0.0,3.671071428571428,1,1,0,0,0,True,False,False,False
18011,2,372,0,0,0.0,3.671071428571428,1,0,1,0,0,True,False,False,False
13090,0,8,48,79,3998.8000000000006,57.48916129032258,5,2,1,1,0,False,True,False,False
