client_id,treatment,offer_id,treatment_date,offer_type,offer_category,cost,offer_AOV,channel,conversion,revenue_14d,recency_days,frequency_90d,monetary_90d,avg_order_value_lifetime,total_orders_lifetime,days_since_last_promo,discounts_used_90d,avg_discount_percent_90d,favorite_category,visited_category_14d,category_affinity_top1,is_mobile_user,city_tier,email_open_rate_30d,push_enabled,age,gender,price_segment,other
17809,1,2,2024-01-22,free_delivery,category_1,14.05,88.72,web,0,0.0,15,26,2555.2000000000003,88.72,31,27,7,19.1,category_1,category_6,0.82,1,3,0.97,1,24,M,budget,
17809,1,2,2024-03-29,free_delivery,category_1,12.79,88.72,app,1,113.03,15,26,2555.2000000000003,88.72,33,22,4,12.4,category_1,category_1,0.73,0,3,0.69,1,47,M,budget,
17809,1,0,2024-02-18,discount_10,category_1,20.12,88.72,web,0,0.0,15,26,2555.2000000000003,88.72,49,53,4,12.5,category_1,category_0,0.79,1,3,0.95,1,28,M,budget,
15311,1,0,2024-02-28,discount_10,category_8,5.57,25.54,app,0,0.0,0,654,14612.42,25.54,680,45,4,17.8,category_8,category_8,0.5,1,3,0.13,1,55,F,mid,
15311,1,0,2024-06-18,discount_10,category_8,2.53,25.54,email,1,29.24,0,654,14612.42,25.54,681,16,6,6.8,category_8,category_8,0.7,0,3,0.24,1,23,F,mid,
16098,1,2,2024-01-15,free_delivery,category_8,6.52,29.93,app,0,0.0,87,33,783.41,29.93,37,18,1,7.9,category_8,category_8,0.71,1,3,0.35,1,49,F,budget,
16098,1,1,2024-06-23,discount_20,category_8,3.39,29.93,web,0,0.0,87,33,783.41,29.93,51,10,0,21.9,category_8,category_8,0.75,1,3,0.74,0,29,F,budget,
16098,1,2,2024-02-20,free_delivery,category_8,1.64,29.93,web,0,0.0,87,33,783.41,29.93,41,3,3,9.0,category_8,category_8,0.83,1,3,1.0,1,28,M,budget,
16098,1,1,2024-04-17,discount_20,category_8,6.73,29.93,app,0,0.0,87,33,783.41,29.93,57,9,4,19.5,category_8,category_6,0.92,1,3,0.86,0,61,M,budget,
16098,1,2,2024-02-24,free_delivery,category_8,6.32,29.93,web,0,0.0,87,33,783.41,29.93,45,58,6,9.5,category_8,category_8,0.79,1,3,0.59,1,41,M,budget,
18074,1,1,2024-03-04,discount_20,category_0,5.75,37.66,web,0,0.0,373,0,0.0,37.66,36,54,0,6.8,category_0,category_0,0.91,1,3,0.58,1,52,M,budget,
18074,1,0,2024-05-10,discount_10,category_0,6.83,37.66,email,0,0.0,373,0,0.0,37.66,1,18,0,23.0,category_0,category_0,0.7,0,3,0.77,1,31,F,budget,
18074,0,0,2024-02-20,discount_10,category_0,10.8,37.66,app,0,0.0,373,0,0.0,37.66,39,35,0,23.0,category_0,category_0,0.56,1,3,0.19,1,23,M,budget,
18074,1,2,2024-05-14,free_delivery,category_0,7.49,37.66,app,0,0.0,373,0,0.0,37.66,13,42,0,17.1,category_0,category_0,0.76,1,3,0.82,1,33,F,budget,
17420,0,2,2024-01-21,free_delivery,category_4,4.28,19.96,email,0,0.0,49,9,207.32,19.96,39,38,5,14.2,category_4,category_4,0.94,0,3,0.74,1,62,M,budget,
17420,1,1,2024-03-13,discount_20,category_4,1.32,19.96,app,1,15.55,49,9,207.32,19.96,14,51,0,16.1,category_4,category_4,0.79,0,3,0.07,1,55,F,budget,
17420,1,1,2024-06-15,discount_20,category_4,1.83,19.96,web,1,20.09,49,9,207.32,19.96,33,40,8,13.2,category_4,category_4,0.93,1,3,0.04,1,69,F,budget,
17420,1,0,2024-01-18,discount_10,category_4,2.5,19.96,web,0,0.0,49,9,207.32,19.96,47,59,3,20.1,category_4,category_4,0.41,1,3,0.15,1,25,M,budget,
17420,1,0,2024-05-11,discount_10,category_4,3.69,19.96,email,0,0.0,49,9,207.32,19.96,39,21,4,20.1,category_4,category_4,0.54,0,3,0.65,1,66,M,budget,
16029,1,1,2024-03-29,discount_20,category_4,81.74,334.81,web,1,345.97,38,103,39108.9,334.81,140,1,7,21.4,category_4,category_4,0.55,1,2,0.95,1,67,F,mid,
16029,1,1,2024-02-29,discount_20,category_4,43.63,334.81,email,0,0.0,38,103,39108.9,334.81,118,58,5,15.5,category_4,category_4,0.63,0,2,0.11,1,19,M,mid,
16029,1,2,2024-01-14,free_delivery,category_4,46.57,334.81,app,0,0.0,38,103,39108.9,334.81,129,32,9,21.0,category_4,category_4,0.42,1,2,0.61,1,62,M,mid,
16250,1,0,2024-01-09,discount_10,category_0,1.85,16.23,web,0,0.0,260,0,0.0,16.23,29,39,0,8.1,category_0,category_0,0.9,1,3,0.59,1,56,M,budget,
16250,1,0,2024-03-30,discount_10,category_0,1.84,16.23,email,1,13.0,260,0,0.0,16.23,3,26,0,5.6,category_0,category_0,0.79,0,3,0.17,1,23,F,budget,
16250,0,0,2024-02-22,discount_10,category_0,4.66,16.23,email,0,0.0,260,0,0.0,16.23,38,18,0,18.0,category_0,category_0,0.45,0,3,0.26,0,19,M,budget,
12431,1,1,2024-05-09,discount_20,category_0,5.74,27.49,email,1,26.29,35,61,2221.6400000000003,27.49,76,54,5,7.1,category_0,category_0,0.5,0,3,0.54,0,56,M,budget,
12431,1,1,2024-03-24,discount_20,category_0,2.45,27.49,app,0,0.0,35,61,2221.6400000000003,27.49,96,47,1,16.0,category_0,category_0,0.73,1,3,0.34,1,64,M,budget,
12431,1,1,2024-04-01,discount_20,category_0,6.34,27.49,web,0,0.0,35,61,2221.6400000000003,27.49,67,45,4,19.4,category_0,category_0,0.9,1,3,0.16,1,45,M,budget,
12431,1,0,2024-04-20,discount_10,category_0,6.34,27.49,web,1,29.89,35,61,2221.6400000000003,27.49,81,3,2,13.1,category_0,category_0,0.45,0,3,0.43,1,54,M,budget,
17511,1,2,2024-06-20,free_delivery,category_1,20.48,94.56,email,0,0.0,2,299,31686.63,94.56,300,18,3,5.9,category_1,category_1,0.64,0,2,0.09,1,37,F,mid,
17511,1,1,2024-01-08,discount_20,category_1,7.91,94.56,app,0,0.0,2,299,31686.63,94.56,306,24,8,22.7,category_1,category_1,0.51,1,2,0.58,1,46,F,mid,
17511,1,1,2024-06-23,discount_20,category_1,14.37,94.56,app,0,0.0,2,299,31686.63,94.56,325,53,2,5.9,category_1,category_3,0.5,1,2,0.14,1,64,F,mid,
13705,1,0,2024-02-04,discount_10,category_7,1.95,25.42,web,0,0.0,7,7,189.18,25.42,8,53,4,23.1,category_7,category_7,0.8,1,3,0.73,1,43,M,budget,
13705,1,0,2024-03-21,discount_10,category_7,6.46,25.42,email,0,0.0,7,7,189.18,25.42,12,5,7,6.1,category_7,category_7,0.85,0,3,0.55,1,50,F,budget,
13705,0,2,2024-06-12,free_delivery,category_7,5.44,25.42,app,0,0.0,7,7,189.18,25.42,10,46,7,19.7,category_7,category_1,0.91,0,3,0.08,1,24,F,budget,
13747,0,1,2024-02-19,discount_20,category_8,14.07,79.6,web,0,0.0,373,0,0.0,79.6,20,12,0,23.5,category_8,category_8,0.78,0,3,0.22,1,68,M,budget,
13747,0,2,2024-04-13,free_delivery,category_8,10.81,79.6,web,0,0.0,373,0,0.0,79.6,1,50,0,23.1,category_8,category_8,0.44,1,3,0.43,1,28,M,budget,
13747,1,0,2024-05-11,discount_10,category_8,7.65,79.6,web,0,0.0,373,0,0.0,79.6,37,21,0,22.9,category_8,category_8,0.6,1,3,0.39,1,64,M,budget,
13408,1,2,2024-01-02,free_delivery,category_8,4.51,58.82,web,0,0.0,1,162,10280.36,58.82,173,3,1,22.7,category_8,category_8,0.64,0,3,0.83,1,62,M,mid,
13408,1,0,2024-05-13,discount_10,category_8,17.19,58.82,email,1,51.2,1,162,10280.36,58.82,188,1,1,15.2,category_8,category_8,0.55,0,3,0.63,0,57,M,mid,
13767,1,2,2024-02-23,free_delivery,category_0,4.68,46.79,app,1,42.06,1,87,7543.990000000001,46.79,100,2,3,16.2,category_0,category_0,0.7,1,3,0.89,1,51,M,budget,
13767,0,1,2024-04-15,discount_20,category_0,3.04,46.79,email,0,0.0,1,87,7543.990000000001,46.79,101,45,1,17.4,category_0,category_5,0.53,0,3,0.55,1,49,F,budget,
17924,1,0,2024-01-04,discount_10,category_8,27.75,95.56,web,0,0.0,11,28,2460.3000000000006,95.56,51,29,2,22.9,category_8,category_8,0.89,1,3,0.31,1,45,F,budget,
17924,0,0,2024-02-23,discount_10,category_8,17.89,95.56,app,0,0.0,11,28,2460.3000000000006,95.56,45,3,4,21.8,category_8,category_8,0.48,1,3,0.03,0,35,M,budget,
17924,0,1,2024-05-25,discount_20,category_8,23.81,95.56,app,0,0.0,11,28,2460.3000000000006,95.56,44,47,2,20.7,category_8,category_1,0.63,1,3,0.21,0,28,M,budget,
13448,1,0,2024-02-13,discount_10,category_8,1.11,18.15,email,1,14.03,16,124,2116.11,18.15,132,42,0,18.5,category_8,category_8,0.47,0,3,0.26,1,42,M,budget,
13448,1,2,2024-06-10,free_delivery,category_8,3.48,18.15,web,1,17.21,16,124,2116.11,18.15,141,28,2,17.4,category_8,category_8,0.6,0,3,0.09,1,55,F,budget,
13448,1,2,2024-01-14,free_delivery,category_8,2.71,18.15,email,0,0.0,16,124,2116.11,18.15,141,44,5,23.4,category_8,category_8,0.67,0,3,0.53,1,45,M,budget,
13448,0,2,2024-04-04,free_delivery,category_8,4.41,18.15,web,0,0.0,16,124,2116.11,18.15,128,32,2,8.9,category_8,category_7,0.7,1,3,0.64,1,32,F,budget,
13448,0,2,2024-02-17,free_delivery,category_8,1.08,18.15,app,0,0.0,16,124,2116.11,18.15,132,12,8,8.9,category_8,category_8,0.58,0,3,0.05,1,62,F,budget,
15862,1,1,2024-01-15,discount_20,category_0,0.85,5.67,web,1,5.96,7,47,173.15,5.67,81,46,2,24.6,category_0,category_5,0.85,1,3,0.35,0,19,F,budget,
15862,1,1,2024-02-09,discount_20,category_0,1.42,5.67,email,0,0.0,7,47,173.15,5.67,47,38,2,16.1,category_0,category_0,0.68,0,3,0.03,0,42,F,budget,
15862,1,0,2024-03-22,discount_10,category_0,1.02,5.67,email,1,4.37,7,47,173.15,5.67,55,31,2,14.7,category_0,category_0,0.95,0,3,0.73,1,38,F,budget,
15513,1,1,2024-04-20,discount_20,category_1,8.98,47.92,email,1,51.22,32,108,6052.31,47.92,139,27,4,22.0,category_1,category_1,0.47,0,3,0.5,1,68,F,budget,
15513,1,0,2024-02-22,discount_10,category_1,3.56,47.92,app,0,0.0,32,108,6052.31,47.92,127,36,6,22.0,category_1,category_1,0.5,1,3,0.69,0,61,M,budget,
15513,1,1,2024-01-24,discount_20,category_1,3.98,47.92,email,0,0.0,32,108,6052.31,47.92,120,27,4,8.5,category_1,category_1,0.84,0,3,0.62,1,30,F,budget,
15513,0,0,2024-06-02,discount_10,category_1,10.51,47.92,app,0,0.0,32,108,6052.31,47.92,147,26,8,8.5,category_1,category_1,0.7,1,3,0.85,1,51,F,budget,
12791,1,2,2024-05-03,free_delivery,category_8,21.07,96.3,app,0,0.0,373,0,0.0,96.3,10,24,0,20.9,category_8,category_8,0.6,1,3,0.88,1,64,M,budget,
12791,1,0,2024-02-10,discount_10,category_8,28.39,96.3,app,0,0.0,373,0,0.0,96.3,25,29,0,20.7,category_8,category_0,0.63,1,3,0.56,1,23,M,budget,
12791,1,0,2024-06-05,discount_10,category_8,21.96,96.3,web,0,0.0,373,0,0.0,96.3,39,5,0,9.5,category_8,category_8,0.71,1,3,0.46,1,24,F,budget,
16218,0,2,2024-01-15,free_delivery,category_0,6.36,36.72,app,0,0.0,29,24,903.92,36.72,34,29,2,21.8,category_0,category_0,0.45,0,3,0.99,1,25,F,budget,
16218,1,1,2024-02-14,discount_20,category_0,9.71,36.72,web,0,0.0,29,24,903.92,36.72,48,55,7,14.6,category_0,category_0,0.82,1,3,0.19,1,61,M,budget,
14045,1,1,2024-03-05,discount_20,category_6,21.06,276.62,email,0,0.0,108,0,0.0,276.62,39,8,0,14.4,category_6,category_6,0.65,0,3,0.64,1,57,F,budget,
14045,1,2,2024-03-29,free_delivery,category_6,44.9,276.62,email,1,259.66,108,0,0.0,276.62,24,5,0,24.7,category_6,category_6,0.63,0,3,0.62,1,50,M,budget,
14307,1,1,2024-03-11,discount_20,category_8,2.03,16.64,app,0,0.0,88,73,1300.7399999999998,16.64,92,28,3,15.4,category_8,category_8,0.83,1,3,0.96,1,57,M,budget,
14307,1,2,2024-01-09,free_delivery,category_8,1.27,16.64,app,0,0.0,88,73,1300.7399999999998,16.64,83,22,0,7.7,category_8,category_8,0.71,0,3,0.09,1,61,M,budget,
14307,1,0,2024-03-28,discount_10,category_8,4.01,16.64,app,0,0.0,88,73,1300.7399999999998,16.64,82,5,5,10.6,category_8,category_8,0.81,0,3,0.95,1,29,F,budget,
14307,0,2,2024-05-08,free_delivery,category_8,2.96,16.64,email,0,0.0,88,73,1300.7399999999998,16.64,75,21,6,11.7,category_8,category_8,0.91,0,3,0.76,1,36,F,budget,
14307,1,0,2024-05-15,discount_10,category_8,3.15,16.64,web,0,0.0,88,73,1300.7399999999998,16.64,111,1,7,24.2,category_8,category_8,0.92,0,3,0.13,1,59,F,budget,
17908,1,1,2024-03-03,discount_20,category_8,0.64,4.19,email,0,0.0,373,0,0.0,4.19,26,30,0,10.3,category_8,category_8,0.64,0,3,0.2,1,41,F,budget,
17908,0,0,2024-05-18,discount_10,category_8,0.69,4.19,web,0,0.0,373,0,0.0,4.19,34,52,0,13.6,category_8,category_8,0.44,1,3,0.28,1,25,M,budget,
17908,1,2,2024-03-21,free_delivery,category_8,0.33,4.19,app,0,0.0,373,0,0.0,4.19,39,5,0,20.0,category_8,category_8,0.41,0,3,0.68,1,64,F,budget,
17908,1,2,2024-05-15,free_delivery,category_8,0.92,4.19,web,0,0.0,373,0,0.0,4.19,30,41,0,10.5,category_8,category_8,0.79,1,3,0.75,0,39,F,budget,
17908,1,1,2024-06-11,discount_20,category_8,0.66,4.19,web,0,0.0,373,0,0.0,4.19,20,4,0,19.0,category_8,category_8,0.44,1,3,0.74,1,39,F,budget,
17920,1,0,2024-06-11,discount_10,category_1,1.54,6.04,app,1,6.69,3,364,1797.2799999999995,6.04,385,19,4,9.2,category_1,category_1,0.61,1,3,0.65,1,43,F,budget,
17920,1,0,2024-02-02,discount_10,category_1,0.6,6.04,email,1,5.37,3,364,1797.2799999999995,6.04,382,11,5,9.9,category_1,category_1,0.76,0,3,0.13,1,25,M,budget,
12838,0,0,2024-05-02,discount_10,category_1,0.56,5.55,web,0,0.0,33,64,292.34000000000003,5.55,77,37,4,24.7,category_1,category_1,0.95,0,3,0.04,1,59,M,budget,
12838,0,2,2024-01-05,free_delivery,category_1,1.17,5.55,email,0,0.0,33,64,292.34000000000003,5.55,100,37,3,12.4,category_1,category_1,0.52,0,3,0.28,0,30,M,budget,
12838,1,1,2024-02-10,discount_20,category_1,1.45,5.55,email,0,0.0,33,64,292.34000000000003,5.55,86,7,1,19.6,category_1,category_1,0.41,0,3,0.6,0,44,F,budget,
12838,1,0,2024-01-28,discount_10,category_1,0.93,5.55,web,0,0.0,33,64,292.34000000000003,5.55,89,55,4,21.8,category_1,category_1,0.42,0,3,0.35,1,63,M,budget,
13255,0,0,2024-05-14,discount_10,category_2,7.12,30.73,email,0,0.0,8,7,173.81,30.73,46,57,7,11.9,category_2,category_2,0.52,0,3,0.85,1,62,M,budget,
13255,1,0,2024-03-12,discount_10,category_2,9.21,30.73,email,0,0.0,8,7,173.81,30.73,18,48,0,12.1,category_2,category_2,0.95,0,3,0.82,1,39,M,budget,
13255,1,0,2024-01-12,discount_10,category_2,9.14,30.73,web,0,0.0,8,7,173.81,30.73,7,49,0,20.5,category_2,category_8,0.44,1,3,0.22,1,21,M,budget,
13255,1,2,2024-06-10,free_delivery,category_2,7.26,30.73,email,0,0.0,8,7,173.81,30.73,40,42,7,17.1,category_2,category_1,0.81,0,3,0.66,1,64,M,budget,
16583,1,2,2024-02-02,free_delivery,category_2,3.92,16.68,app,0,0.0,373,0,0.0,16.68,18,32,0,12.2,category_2,category_2,0.48,1,3,0.83,1,58,M,budget,
16583,1,2,2024-02-17,free_delivery,category_2,1.87,16.68,web,0,0.0,373,0,0.0,16.68,22,57,0,20.0,category_2,category_2,0.51,1,3,0.9,1,48,F,budget,
16583,1,1,2024-05-30,discount_20,category_2,4.31,16.68,app,0,0.0,373,0,0.0,16.68,6,38,0,22.3,category_2,category_2,0.45,1,3,0.43,1,19,M,budget,
16583,1,2,2024-03-02,free_delivery,category_2,2.52,16.68,email,0,0.0,373,0,0.0,16.68,6,39,0,9.7,category_2,category_2,0.53,0,3,0.91,1,46,F,budget,
16583,1,1,2024-02-06,discount_20,category_2,4.84,16.68,web,0,0.0,373,0,0.0,16.68,1,30,0,5.5,category_2,category_2,0.46,0,3,0.74,1,44,F,budget,
18085,1,2,2024-04-08,free_delivery,category_0,1.67,23.79,web,0,0.0,329,0,0.0,23.79,17,2,0,10.5,category_0,category_0,0.41,1,3,0.3,1,20,M,budget,
18085,1,1,2024-06-20,discount_20,category_0,3.78,23.79,app,0,0.0,329,0,0.0,23.79,7,18,0,18.5,category_0,category_0,0.84,1,3,0.34,1,38,F,budget,
18085,1,0,2024-04-13,discount_10,category_0,4.5,23.79,web,0,0.0,329,0,0.0,23.79,24,47,0,23.3,category_0,category_0,0.5,1,3,0.14,1,52,F,budget,
18085,1,1,2024-02-04,discount_20,category_0,3.6,23.79,email,0,0.0,329,0,0.0,23.79,28,54,0,22.3,category_0,category_4,0.47,0,3,0.38,1,69,M,budget,
13758,0,2,2024-04-10,free_delivery,category_0,2.8,27.27,app,0,0.0,11,22,839.03,27.27,44,7,2,9.4,category_0,category_0,0.55,1,3,0.36,1,31,F,budget,
13758,0,2,2024-06-23,free_delivery,category_0,5.41,27.27,app,0,0.0,11,22,839.03,27.27,50,29,9,22.6,category_0,category_0,0.81,1,3,0.62,1,21,F,budget,
13758,1,0,2024-05-10,discount_10,category_0,6.52,27.27,app,1,28.39,11,22,839.03,27.27,22,30,4,21.2,category_0,category_0,0.52,1,3,0.31,1,19,F,budget,
13758,1,2,2024-01-01,free_delivery,category_0,5.76,27.27,app,1,29.12,11,22,839.03,27.27,36,28,7,19.7,category_0,category_0,0.7,1,3,0.42,1,58,F,budget,
13694,1,0,2024-01-05,discount_10,category_0,12.44,114.51,email,1,127.6,3,123,19127.98,114.51,137,5,5,18.8,category_0,category_8,0.52,0,3,0.13,0,56,M,mid,
13694,0,0,2024-05-21,discount_10,category_0,26.67,114.51,app,0,0.0,3,123,19127.98,114.51,150,55,1,21.1,category_0,category_0,0.61,1,3,0.73,1,43,M,mid,
13694,0,0,2024-04-12,discount_10,category_0,13.08,114.51,web,0,0.0,3,123,19127.98,114.51,158,1,8,22.2,category_0,category_0,0.69,1,3,0.04,1,26,M,mid,
15983,1,0,2024-01-27,discount_10,category_4,1.22,13.05,email,1,15.06,21,32,326.75,13.05,71,22,1,21.4,category_4,category_2,0.82,0,3,0.75,0,29,F,budget,
15983,1,2,2024-05-16,free_delivery,category_4,2.91,13.05,app,1,10.2,21,32,326.75,13.05,63,43,5,7.4,category_4,category_4,0.55,0,3,0.18,1,20,F,budget,
15983,0,1,2024-01-15,discount_20,category_4,3.4,13.05,email,0,0.0,21,32,326.75,13.05,44,29,1,19.4,category_4,category_1,0.65,0,3,0.98,1,46,F,budget,
15983,1,2,2024-03-30,free_delivery,category_4,2.22,13.05,app,1,16.69,21,32,326.75,13.05,52,52,9,21.8,category_4,category_4,0.75,1,3,0.99,1,37,M,budget,
14849,1,1,2024-02-11,discount_20,category_5,3.74,20.44,web,0,0.0,21,129,2905.29,20.44,167,37,6,8.7,category_5,category_5,0.55,1,3,0.99,1,33,M,budget,
14849,1,1,2024-05-03,discount_20,category_5,2.57,20.44,app,1,24.65,21,129,2905.29,20.44,166,45,0,9.3,category_5,category_5,0.52,1,3,0.01,1,48,F,budget,
14849,1,0,2024-06-27,discount_10,category_5,3.55,20.44,email,1,21.2,21,129,2905.29,20.44,137,38,3,20.7,category_5,category_5,0.71,0,3,0.22,1,63,F,budget,
17968,1,2,2024-03-03,free_delivery,category_0,0.27,3.26,web,0,0.0,373,0,0.0,3.26,19,8,0,11.9,category_0,category_0,0.92,1,3,0.55,1,21,F,budget,
17968,1,0,2024-04-05,discount_10,category_0,0.94,3.26,email,0,0.0,373,0,0.0,3.26,19,6,0,13.0,category_0,category_0,0.9,0,3,0.73,1,47,M,budget,
17968,1,2,2024-02-21,free_delivery,category_0,0.82,3.26,email,0,0.0,373,0,0.0,3.26,7,46,0,12.5,category_0,category_1,0.73,0,3,0.82,1,26,M,budget,
17968,1,1,2024-04-05,discount_20,category_0,0.71,3.26,app,0,0.0,373,0,0.0,3.26,13,43,0,9.3,category_0,category_0,0.63,0,3,0.14,1,32,F,budget,
16210,0,2,2024-05-11,free_delivery,category_0,31.64,171.43,email,0,0.0,1,51,9837.34,171.43,70,58,8,23.8,category_0,category_0,0.71,0,3,0.86,1,45,M,budget,
16210,1,0,2024-05-30,discount_10,category_0,42.52,171.43,app,1,211.58,1,51,9837.34,171.43,85,48,7,21.1,category_0,category_0,0.84,0,3,0.7,1,34,M,budget,
16210,1,1,2024-05-22,discount_20,category_0,29.78,171.43,email,1,159.34,1,51,9837.34,171.43,71,14,3,10.0,category_0,category_4,0.45,0,3,0.29,1,28,F,budget,
16210,1,2,2024-06-19,free_delivery,category_0,21.43,171.43,web,0,0.0,1,51,9837.34,171.43,72,14,0,7.1,category_0,category_0,0.83,0,3,0.01,1,58,F,budget,
16210,1,2,2024-01-29,free_delivery,category_0,15.45,171.43,email,1,123.53,1,51,9837.34,171.43,56,20,9,12.5,category_0,category_0,0.76,0,3,0.91,1,59,M,budget,
17897,0,0,2024-02-05,discount_10,category_5,1.05,4.97,web,0,0.0,172,0,0.0,4.97,26,58,0,13.3,category_5,category_8,0.55,1,3,0.2,0,65,M,budget,
17897,0,2,2024-01-13,free_delivery,category_5,1.4,4.97,app,0,0.0,172,0,0.0,4.97,3,13,0,5.1,category_5,category_7,0.88,1,3,0.36,1,58,M,budget,
17897,0,1,2024-06-08,discount_20,category_5,0.44,4.97,email,0,0.0,172,0,0.0,4.97,3,10,0,22.7,category_5,category_5,0.44,0,3,0.85,1,28,F,budget,
17377,0,1,2024-03-11,discount_20,category_0,0.93,9.81,email,0,0.0,23,256,2055.54,9.81,283,10,4,22.0,category_0,category_0,0.91,0,3,0.66,0,26,F,budget,
17377,1,0,2024-03-26,discount_10,category_0,1.55,9.81,app,1,11.15,23,256,2055.54,9.81,282,19,4,22.0,category_0,category_0,0.61,1,3,0.13,1,47,F,budget,
